FIPS,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
37009,North Carolina,Ashe County,"27,281","27,203"
37011,North Carolina,Avery County,"17,797","17,557"
37013,North Carolina,Beaufort County,"47,759","46,994"
37015,North Carolina,Bertie County,"21,282","18,947"
37017,North Carolina,Bladen County,"35,190","32,722"
37019,North Carolina,Brunswick County,"107,431","142,820"
37021,North Carolina,Buncombe County,"238,318","261,191"
37023,North Carolina,Burke County,"90,912","90,485"
37025,North Carolina,Cabarrus County,"178,011","216,453"
37027,North Carolina,Caldwell County,"83,029","82,178"
37029,North Carolina,Camden County,"9,980","10,867"
37031,North Carolina,Carteret County,"66,469","69,473"
37033,North Carolina,Caswell County,"23,719","22,604"
37035,North Carolina,Catawba County,"154,358","159,551"
37037,North Carolina,Chatham County,"63,505","74,470"
37039,North Carolina,Cherokee County,"27,444","28,612"
37041,North Carolina,Chowan County,"14,793","13,943"
37043,North Carolina,Clay County,"10,587","11,231"
37045,North Carolina,Cleveland County,"98,078","97,947"
37047,North Carolina,Columbus County,"58,098","55,508"
37049,North Carolina,Craven County,"103,505","102,139"
37051,North Carolina,Cumberland County,"319,431","335,509"
37053,North Carolina,Currituck County,"23,547","27,763"
37055,North Carolina,Dare County,"33,920","37,009"
37057,North Carolina,Davidson County,"162,878","167,609"
37059,North Carolina,Davie County,"41,240","42,846"
37061,North Carolina,Duplin County,"58,505","58,741"
37063,North Carolina,Durham County,"267,587","321,488"
37065,North Carolina,Edgecombe County,"56,552","51,472"
37067,North Carolina,Forsyth County,"350,670","382,295"
37069,North Carolina,Franklin County,"60,619","69,685"
37071,North Carolina,Gaston County,"206,086","224,529"
37073,North Carolina,Gates County,"12,197","11,562"
37075,North Carolina,Graham County,"8,861","8,441"
37077,North Carolina,Granville County,"59,916","60,443"
37079,North Carolina,Greene County,"21,362","21,069"
37081,North Carolina,Guilford County,"488,406","537,174"
37083,North Carolina,Halifax County,"54,691","50,010"
37085,North Carolina,Harnett County,"114,678","135,976"
37087,North Carolina,Haywood County,"59,036","62,317"
37089,North Carolina,Henderson County,"106,740","117,417"
37091,North Carolina,Hertford County,"24,669","23,677"
37093,North Carolina,Hoke County,"46,952","55,234"
37095,North Carolina,Hyde County,"5,810","4,937"
37097,North Carolina,Iredell County,"159,437","181,806"
37099,North Carolina,Jackson County,"40,271","43,938"
37101,North Carolina,Johnston County,"168,878","209,339"
37103,North Carolina,Jones County,"10,153","9,419"
37105,North Carolina,Lee County,"57,866","61,779"
37107,North Carolina,Lenoir County,"59,495","55,949"
37109,North Carolina,Lincoln County,"78,265","86,111"
37111,North Carolina,McDowell County,"44,996","45,756"
37113,North Carolina,Macon County,"33,922","35,858"
37115,North Carolina,Madison County,"20,764","21,755"
37117,North Carolina,Martin County,"24,505","22,440"
37119,North Carolina,Mecklenburg County,"919,628","1,110,356"
37121,North Carolina,Mitchell County,"15,579","14,964"
37123,North Carolina,Montgomery County,"27,798","27,173"
37125,North Carolina,Moore County,"88,247","100,880"
37127,North Carolina,Nash County,"95,840","94,298"
37129,North Carolina,New Hanover County,"202,667","234,473"
37131,North Carolina,Northampton County,"22,099","19,483"
37133,North Carolina,Onslow County,"177,772","197,938"
37135,North Carolina,Orange County,"133,801","148,476"
37137,North Carolina,Pamlico County,"13,144","12,726"
37139,North Carolina,Pasquotank County,"40,661","39,824"
37141,North Carolina,Pender County,"52,217","63,060"
37143,North Carolina,Perquimans County,"13,453","13,463"
37145,North Carolina,Person County,"39,464","39,490"
37147,North Carolina,Pitt County,"168,148","180,742"
37149,North Carolina,Polk County,"20,510","20,724"
37151,North Carolina,Randolph County,"141,752","143,667"
37153,North Carolina,Richmond County,"46,639","44,829"
37155,North Carolina,Robeson County,"134,168","130,625"
37157,North Carolina,Rockingham County,"93,643","91,010"
37159,North Carolina,Rowan County,"138,428","142,088"
37161,North Carolina,Rutherford County,"67,810","67,029"
37163,North Carolina,Sampson County,"63,431","63,531"
37165,North Carolina,Scotland County,"36,157","34,823"
37167,North Carolina,Stanly County,"60,585","62,806"
37169,North Carolina,Stokes County,"47,401","45,591"
37171,North Carolina,Surry County,"73,673","71,783"
37173,North Carolina,Swain County,"13,981","14,271"
37175,North Carolina,Transylvania County,"33,090","34,385"
37177,North Carolina,Tyrrell County,"4,407","4,016"
37179,North Carolina,Union County,"201,292","239,859"
37181,North Carolina,Vance County,"45,422","44,535"
37183,North Carolina,Wake County,"900,993","1,111,761"
37185,North Carolina,Warren County,"20,972","19,731"
37187,North Carolina,Washington County,"13,228","11,580"
37189,North Carolina,Watauga County,"51,079","56,177"
37191,North Carolina,Wayne County,"122,623","123,131"
37193,North Carolina,Wilkes County,"69,340","68,412"
37195,North Carolina,Wilson County,"81,234","81,801"
37197,North Carolina,Yadkin County,"38,406","37,667"
37199,North Carolina,Yancey County,"17,818","18,069"
38000,North Dakota,North Dakota,"672,591","762,062"
38001,North Dakota,Adams County,"2,343","2,216"
38003,North Dakota,Barnes County,"11,066","10,415"
38005,North Dakota,Benson County,"6,660","6,832"
38007,North Dakota,Billings County,783,928
38009,North Dakota,Bottineau County,"6,429","6,282"
38011,North Dakota,Bowman County,"3,151","3,024"
38013,North Dakota,Burke County,"1,968","2,115"
38015,North Dakota,Burleigh County,"81,308","95,626"
38017,North Dakota,Cass County,"149,778","181,923"
38019,North Dakota,Cavalier County,"3,993","3,762"
38021,North Dakota,Dickey County,"5,289","4,872"
38023,North Dakota,Divide County,"2,071","2,264"
38025,North Dakota,Dunn County,"3,536","4,424"
38027,North Dakota,Eddy County,"2,385","2,287"
38029,North Dakota,Emmons County,"3,550","3,241"
38031,North Dakota,Foster County,"3,343","3,210"
38033,North Dakota,Golden Valley County,"1,680","1,761"
38035,North Dakota,Grand Forks County,"66,861","69,451"
38037,North Dakota,Grant County,"2,394","2,274"
38039,North Dakota,Griggs County,"2,420","2,231"
38041,North Dakota,Hettinger County,"2,477","2,499"
38043,North Dakota,Kidder County,"2,435","2,480"
38045,North Dakota,LaMoure County,"4,139","4,046"
38047,North Dakota,Logan County,"1,990","1,850"
38049,North Dakota,McHenry County,"5,395","5,745"
38051,North Dakota,McIntosh County,"2,809","2,497"
38053,North Dakota,McKenzie County,"6,360","15,024"
38055,North Dakota,McLean County,"8,962","9,450"
38057,North Dakota,Mercer County,"8,424","8,187"
38059,North Dakota,Morton County,"27,471","31,364"
38061,North Dakota,Mountrail County,"7,673","10,545"
38063,North Dakota,Nelson County,"3,126","2,879"
38065,North Dakota,Oliver County,"1,846","1,959"
38067,North Dakota,Pembina County,"7,413","6,801"
38069,North Dakota,Pierce County,"4,357","3,975"
38071,North Dakota,Ramsey County,"11,451","11,519"
38073,North Dakota,Ransom County,"5,457","5,218"
38075,North Dakota,Renville County,"2,470","2,327"
38077,North Dakota,Richland County,"16,321","16,177"
38079,North Dakota,Rolette County,"13,937","14,176"
38081,North Dakota,Sargent County,"3,829","3,898"
38083,North Dakota,Sheridan County,"1,321","1,315"
38085,North Dakota,Sioux County,"4,153","4,230"
38087,North Dakota,Slope County,727,750
38089,North Dakota,Stark County,"24,199","31,489"
38091,North Dakota,Steele County,"1,975","1,890"
38093,North Dakota,Stutsman County,"21,100","20,704"
38095,North Dakota,Towner County,"2,246","2,189"
38097,North Dakota,Traill County,"8,121","8,036"
38099,North Dakota,Walsh County,"11,119","10,641"
38101,North Dakota,Ward County,"61,675","67,641"
38103,North Dakota,Wells County,"4,207","3,834"
38105,North Dakota,Williams County,"22,398","37,589"
39000,Ohio,Ohio,"11,536,504","11,689,100"
39001,Ohio,Adams County,"28,550","27,698"
39003,Ohio,Allen County,"106,331","102,351"
39005,Ohio,Ashland County,"53,139","53,484"
39007,Ohio,Ashtabula County,"101,497","97,241"
39009,Ohio,Athens County,"64,757","65,327"
39011,Ohio,Auglaize County,"45,949","45,656"
39013,Ohio,Belmont County,"70,400","67,006"
39015,Ohio,Brown County,"44,846","43,432"
39017,Ohio,Butler County,"368,130","383,134"
39019,Ohio,Carroll County,"28,836","26,914"
39021,Ohio,Champaign County,"40,097","38,885"
39023,Ohio,Clark County,"138,333","134,083"
39025,Ohio,Clermont County,"197,363","206,428"
39027,Ohio,Clinton County,"42,040","41,968"
39029,Ohio,Columbiana County,"107,841","101,883"
39031,Ohio,Coshocton County,"36,901","36,600"
39033,Ohio,Crawford County,"43,784","41,494"
39035,Ohio,Cuyahoga County,"1,280,122","1,235,072"
39037,Ohio,Darke County,"52,959","51,113"
39039,Ohio,Defiance County,"39,037","38,087"
39041,Ohio,Delaware County,"174,214","209,177"
39043,Ohio,Erie County,"77,079","74,266"
39045,Ohio,Fairfield County,"146,156","157,574"
39047,Ohio,Fayette County,"29,030","28,525"
39049,Ohio,Franklin County,"1,163,414","1,316,756"
39051,Ohio,Fulton County,"42,698","42,126"
39053,Ohio,Gallia County,"30,934","29,898"
39055,Ohio,Geauga County,"93,389","93,649"
39057,Ohio,Greene County,"161,573","168,937"
39059,Ohio,Guernsey County,"40,087","38,875"
39061,Ohio,Hamilton County,"802,374","817,473"
39063,Ohio,Hancock County,"74,782","75,783"
39065,Ohio,Hardin County,"32,058","31,365"
39067,Ohio,Harrison County,"15,864","15,040"
39069,Ohio,Henry County,"28,215","27,006"
39071,Ohio,Highland County,"43,589","43,161"
39073,Ohio,Hocking County,"29,380","28,264"
39075,Ohio,Holmes County,"42,366","43,960"
39077,Ohio,Huron County,"59,626","58,266"
39079,Ohio,Jackson County,"33,225","32,413"
39081,Ohio,Jefferson County,"69,709","65,325"
39083,Ohio,Knox County,"60,921","62,322"
39085,Ohio,Lake County,"230,041","230,149"
39087,Ohio,Lawrence County,"62,450","59,463"
39089,Ohio,Licking County,"166,492","176,862"
39091,Ohio,Logan County,"45,858","45,672"
39093,Ohio,Lorain County,"301,356","309,833"
39095,Ohio,Lucas County,"441,815","428,348"
39097,Ohio,Madison County,"43,435","44,731"
39099,Ohio,Mahoning County,"238,823","228,683"
39101,Ohio,Marion County,"66,501","65,093"
39103,Ohio,Medina County,"172,332","179,746"
39105,Ohio,Meigs County,"23,770","22,907"
39107,Ohio,Mercer County,"40,814","41,172"
39109,Ohio,Miami County,"102,506","106,987"
39111,Ohio,Monroe County,"14,642","13,654"
39113,Ohio,Montgomery County,"535,153","531,687"
39115,Ohio,Morgan County,"15,054","14,508"
39117,Ohio,Morrow County,"34,827","35,328"
39119,Ohio,Muskingum County,"86,074","86,215"
39121,Ohio,Noble County,"14,645","14,424"
39123,Ohio,Ottawa County,"41,428","40,525"
39125,Ohio,Paulding County,"19,614","18,672"
39127,Ohio,Perry County,"36,058","36,134"
39129,Ohio,Pickaway County,"55,698","58,457"
39131,Ohio,Pike County,"28,709","27,772"
39133,Ohio,Portage County,"161,419","162,466"
39135,Ohio,Preble County,"42,270","40,882"
39137,Ohio,Putnam County,"34,499","33,861"
39139,Ohio,Richland County,"124,475","121,154"
39141,Ohio,Ross County,"78,064","76,666"
39143,Ohio,Sandusky County,"60,944","58,518"
39145,Ohio,Scioto County,"79,499","75,314"
39147,Ohio,Seneca County,"56,745","55,178"
39149,Ohio,Shelby County,"49,423","48,590"
39151,Ohio,Stark County,"375,586","370,606"
39153,Ohio,Summit County,"541,781","541,013"
39155,Ohio,Trumbull County,"210,312","197,974"
39157,Ohio,Tuscarawas County,"92,582","91,987"
39159,Ohio,Union County,"52,300","58,988"
39161,Ohio,Van Wert County,"28,744","28,275"
39163,Ohio,Vinton County,"13,435","13,085"
39165,Ohio,Warren County,"212,693","234,602"
39167,Ohio,Washington County,"61,778","59,911"
39169,Ohio,Wayne County,"114,520","115,710"
39171,Ohio,Williams County,"37,642","36,692"
39173,Ohio,Wood County,"125,488","130,817"
39175,Ohio,Wyandot County,"22,615","21,772"
4000,Arizona,Arizona,"6,392,017","7,278,717"
40000,Oklahoma,Oklahoma,"3,751,351","3,956,971"
40001,Oklahoma,Adair County,"22,683","22,194"
40003,Oklahoma,Alfalfa County,"5,642","5,702"
40005,Oklahoma,Atoka County,"14,182","13,758"
40007,Oklahoma,Beaver County,"5,636","5,311"
40009,Oklahoma,Beckham County,"22,119","21,859"
4001,Arizona,Apache County,"71,518","71,887"
40011,Oklahoma,Blaine County,"11,943","9,429"
40013,Oklahoma,Bryan County,"42,416","47,995"
40015,Oklahoma,Caddo County,"29,600","28,762"
40017,Oklahoma,Canadian County,"115,541","148,306"
40019,Oklahoma,Carter County,"47,557","48,111"
40021,Oklahoma,Cherokee County,"46,987","48,657"
40023,Oklahoma,Choctaw County,"15,205","14,672"
40025,Oklahoma,Cimarron County,"2,475","2,137"
40027,Oklahoma,Cleveland County,"255,755","284,014"
40029,Oklahoma,Coal County,"5,925","5,495"
4003,Arizona,Cochise County,"131,346","125,922"
40031,Oklahoma,Comanche County,"124,098","120,749"
40033,Oklahoma,Cotton County,"6,193","5,666"
40035,Oklahoma,Craig County,"15,029","14,142"
40037,Oklahoma,Creek County,"69,967","71,522"
40039,Oklahoma,Custer County,"27,469","29,003"
40041,Oklahoma,Delaware County,"41,487","43,009"
40043,Oklahoma,Dewey County,"4,810","4,891"
40045,Oklahoma,Ellis County,"4,151","3,859"
40047,Oklahoma,Garfield County,"60,580","61,056"
40049,Oklahoma,Garvin County,"27,576","27,711"
4005,Arizona,Coconino County,"134,421","143,476"
40051,Oklahoma,Grady County,"52,431","55,834"
40053,Oklahoma,Grant County,"4,527","4,333"
40055,Oklahoma,Greer County,"6,239","5,712"
40057,Oklahoma,Harmon County,"2,922","2,653"
40059,Oklahoma,Harper County,"3,685","3,688"
40061,Oklahoma,Haskell County,"12,769","12,627"
40063,Oklahoma,Hughes County,"14,003","13,279"
40065,Oklahoma,Jackson County,"26,446","24,530"
40067,Oklahoma,Jefferson County,"6,472","6,002"
40069,Oklahoma,Johnston County,"10,957","11,085"
4007,Arizona,Gila County,"53,597","54,018"
40071,Oklahoma,Kay County,"46,562","43,538"
40073,Oklahoma,Kingfisher County,"15,034","15,765"
40075,Oklahoma,Kiowa County,"9,446","8,708"
40077,Oklahoma,Latimer County,"11,154","10,073"
40079,Oklahoma,Le Flore County,"50,384","49,853"
40081,Oklahoma,Lincoln County,"34,273","34,877"
40083,Oklahoma,Logan County,"41,848","48,011"
40085,Oklahoma,Love County,"9,423","10,253"
40087,Oklahoma,McClain County,"34,506","40,474"
40089,Oklahoma,McCurtain County,"33,151","32,832"
4009,Arizona,Graham County,"37,220","38,837"
40091,Oklahoma,McIntosh County,"20,252","19,596"
40093,Oklahoma,Major County,"7,527","7,629"
40095,Oklahoma,Marshall County,"15,840","16,931"
40097,Oklahoma,Mayes County,"41,259","41,100"
40099,Oklahoma,Murray County,"13,488","14,073"
40101,Oklahoma,Muskogee County,"70,990","67,997"
40103,Oklahoma,Noble County,"11,561","11,131"
40105,Oklahoma,Nowata County,"10,536","10,076"
40107,Oklahoma,Okfuskee County,"12,191","11,993"
40109,Oklahoma,Oklahoma County,"718,633","797,434"
4011,Arizona,Greenlee County,"8,437","9,498"
40111,Oklahoma,Okmulgee County,"40,069","38,465"
40113,Oklahoma,Osage County,"47,472","46,963"
40115,Oklahoma,Ottawa County,"31,848","31,127"
40117,Oklahoma,Pawnee County,"16,577","16,376"
40119,Oklahoma,Payne County,"77,350","81,784"
4012,Arizona,La Paz County,"20,489","21,108"
40121,Oklahoma,Pittsburg County,"45,837","43,654"
40123,Oklahoma,Pontotoc County,"37,492","38,284"
40125,Oklahoma,Pottawatomie County,"69,442","72,592"
40127,Oklahoma,Pushmataha County,"11,572","11,096"
40129,Oklahoma,Roger Mills County,"3,647","3,583"
4013,Arizona,Maricopa County,"3,817,117","4,485,414"
40131,Oklahoma,Rogers County,"86,905","92,459"
40133,Oklahoma,Seminole County,"25,482","24,258"
40135,Oklahoma,Sequoyah County,"42,391","41,569"
40137,Oklahoma,Stephens County,"45,048","43,143"
40139,Oklahoma,Texas County,"20,640","19,983"
40141,Oklahoma,Tillman County,"7,992","7,250"
40143,Oklahoma,Tulsa County,"603,403","651,552"
40145,Oklahoma,Wagoner County,"73,085","81,289"
40147,Oklahoma,Washington County,"50,976","51,527"
40149,Oklahoma,Washita County,"11,629","10,916"
4015,Arizona,Mohave County,"200,186","212,181"
40151,Oklahoma,Woods County,"8,878","8,793"
40153,Oklahoma,Woodward County,"20,081","20,211"
4017,Arizona,Navajo County,"107,449","110,924"
4019,Arizona,Pima County,"980,263","1,047,279"
4021,Arizona,Pinal County,"375,770","462,789"
4023,Arizona,Santa Cruz County,"47,420","46,498"
4025,Arizona,Yavapai County,"211,033","235,099"
4027,Arizona,Yuma County,"195,751","213,787"
41000,Oregon,Oregon,"3,831,074","4,217,737"
41001,Oregon,Baker County,"16,134","16,124"
41003,Oregon,Benton County,"85,579","93,053"
41005,Oregon,Clackamas County,"375,992","418,187"
41007,Oregon,Clatsop County,"37,039","40,224"
41009,Oregon,Columbia County,"49,351","52,354"
41011,Oregon,Coos County,"63,043","64,487"
41013,Oregon,Crook County,"20,978","24,404"
41015,Oregon,Curry County,"22,364","22,925"
41017,Oregon,Deschutes County,"157,733","197,692"
41019,Oregon,Douglas County,"107,667","110,980"
41021,Oregon,Gilliam County,"1,871","1,912"
41023,Oregon,Grant County,"7,445","7,199"
41025,Oregon,Harney County,"7,422","7,393"
41027,Oregon,Hood River County,"22,346","23,382"
41029,Oregon,Jackson County,"203,206","220,944"
41031,Oregon,Jefferson County,"21,720","24,658"
41033,Oregon,Josephine County,"82,713","87,487"
41035,Oregon,Klamath County,"66,380","68,238"
41037,Oregon,Lake County,"7,895","7,869"
41039,Oregon,Lane County,"351,715","382,067"
41041,Oregon,Lincoln County,"46,034","49,962"
41043,Oregon,Linn County,"116,672","129,749"
41045,Oregon,Malheur County,"31,313","30,571"
41047,Oregon,Marion County,"315,335","347,818"
41049,Oregon,Morrow County,"11,173","11,603"
41051,Oregon,Multnomah County,"735,334","812,855"
41053,Oregon,Polk County,"75,403","86,085"
41055,Oregon,Sherman County,"1,765","1,780"
41057,Oregon,Tillamook County,"25,250","27,036"
41059,Oregon,Umatilla County,"75,889","77,950"
41061,Oregon,Union County,"25,748","26,835"
41063,Oregon,Wallowa County,"7,008","7,208"
41065,Oregon,Wasco County,"25,213","26,682"
41067,Oregon,Washington County,"529,710","601,592"
41069,Oregon,Wheeler County,"1,441","1,332"
41071,Oregon,Yamhill County,"99,193","107,100"
42000,Pennsylvania,Pennsylvania,"12,702,379","12,801,989"
42001,Pennsylvania,Adams County,"101,407","103,009"
42003,Pennsylvania,Allegheny County,"1,223,348","1,216,045"
42005,Pennsylvania,Armstrong County,"68,941","64,735"
42007,Pennsylvania,Beaver County,"170,539","163,929"
42009,Pennsylvania,Bedford County,"49,762","47,888"
42011,Pennsylvania,Berks County,"411,442","421,164"
42013,Pennsylvania,Blair County,"127,089","121,829"
42015,Pennsylvania,Bradford County,"62,622","60,323"
42017,Pennsylvania,Bucks County,"625,249","628,270"
42019,Pennsylvania,Butler County,"183,862","187,853"
42021,Pennsylvania,Cambria County,"143,679","130,192"
42023,Pennsylvania,Cameron County,"5,085","4,447"
42025,Pennsylvania,Carbon County,"65,249","64,182"
42027,Pennsylvania,Centre County,"153,990","162,385"
42029,Pennsylvania,Chester County,"498,886","524,989"
42031,Pennsylvania,Clarion County,"39,988","38,438"
42033,Pennsylvania,Clearfield County,"81,642","79,255"
42035,Pennsylvania,Clinton County,"39,238","38,632"
42037,Pennsylvania,Columbia County,"67,295","64,964"
42039,Pennsylvania,Crawford County,"88,765","84,629"
42041,Pennsylvania,Cumberland County,"235,406","253,370"
42043,Pennsylvania,Dauphin County,"268,100","278,299"
42045,Pennsylvania,Delaware County,"558,979","566,747"
42047,Pennsylvania,Elk County,"31,946","29,910"
42049,Pennsylvania,Erie County,"280,566","269,728"
42051,Pennsylvania,Fayette County,"136,606","129,274"
42053,Pennsylvania,Forest County,"7,716","7,247"
42055,Pennsylvania,Franklin County,"149,618","155,027"
42057,Pennsylvania,Fulton County,"14,845","14,530"
42059,Pennsylvania,Greene County,"38,686","36,233"
42061,Pennsylvania,Huntingdon County,"45,913","45,144"
42063,Pennsylvania,Indiana County,"88,880","84,073"
42065,Pennsylvania,Jefferson County,"45,200","43,425"
42067,Pennsylvania,Juniata County,"24,636","24,763"
42069,Pennsylvania,Lackawanna County,"214,437","209,674"
42071,Pennsylvania,Lancaster County,"519,445","545,724"
42073,Pennsylvania,Lawrence County,"91,108","85,512"
42075,Pennsylvania,Lebanon County,"133,568","141,793"
42077,Pennsylvania,Lehigh County,"349,497","369,318"
42079,Pennsylvania,Luzerne County,"320,918","317,417"
42081,Pennsylvania,Lycoming County,"116,111","113,299"
42083,Pennsylvania,McKean County,"43,450","40,625"
42085,Pennsylvania,Mercer County,"116,638","109,424"
42087,Pennsylvania,Mifflin County,"46,682","46,138"
42089,Pennsylvania,Monroe County,"169,842","170,271"
42091,Pennsylvania,Montgomery County,"799,874","830,915"
42093,Pennsylvania,Montour County,"18,267","18,230"
42095,Pennsylvania,Northampton County,"297,735","305,285"
42097,Pennsylvania,Northumberland County,"94,528","90,843"
42099,Pennsylvania,Perry County,"45,969","46,272"
42101,Pennsylvania,Philadelphia County,"1,526,006","1,584,064"
42103,Pennsylvania,Pike County,"57,369","55,809"
42105,Pennsylvania,Potter County,"17,457","16,526"
42107,Pennsylvania,Schuylkill County,"148,289","141,359"
42109,Pennsylvania,Snyder County,"39,702","40,372"
42111,Pennsylvania,Somerset County,"77,742","73,447"
42113,Pennsylvania,Sullivan County,"6,428","6,066"
42115,Pennsylvania,Susquehanna County,"43,356","40,328"
42117,Pennsylvania,Tioga County,"41,981","40,591"
42119,Pennsylvania,Union County,"44,947","44,923"
42121,Pennsylvania,Venango County,"54,984","50,668"
42123,Pennsylvania,Warren County,"41,815","39,191"
42125,Pennsylvania,Washington County,"207,820","206,865"
42127,Pennsylvania,Wayne County,"52,822","51,361"
42129,Pennsylvania,Westmoreland County,"365,169","348,899"
42131,Pennsylvania,Wyoming County,"28,276","26,794"
42133,Pennsylvania,York County,"434,972","449,058"
44000,Rhode Island,Rhode Island,"1,052,567","1,059,361"
44001,Rhode Island,Bristol County,"49,875","48,479"
44003,Rhode Island,Kent County,"166,158","164,292"
44005,Rhode Island,Newport County,"82,888","82,082"
44007,Rhode Island,Providence County,"626,667","638,931"
44009,Rhode Island,Washington County,"126,979","125,577"
45000,South Carolina,South Carolina,"4,625,364","5,148,714"
45001,South Carolina,Abbeville County,"25,417","24,527"
45003,South Carolina,Aiken County,"160,099","170,872"
45005,South Carolina,Allendale County,"10,419","8,688"
45007,South Carolina,Anderson County,"187,126","202,558"
45009,South Carolina,Bamberg County,"15,987","14,066"
45011,South Carolina,Barnwell County,"22,621","20,866"
45013,South Carolina,Beaufort County,"162,233","192,122"
45015,South Carolina,Berkeley County,"177,843","227,907"
45017,South Carolina,Calhoun County,"15,175","14,553"
45019,South Carolina,Charleston County,"350,209","411,406"
45021,South Carolina,Cherokee County,"55,342","57,300"
45023,South Carolina,Chester County,"33,140","32,244"
45025,South Carolina,Chesterfield County,"46,734","45,650"
45027,South Carolina,Clarendon County,"34,971","33,745"
45029,South Carolina,Colleton County,"38,892","37,677"
45031,South Carolina,Darlington County,"68,681","66,618"
45033,South Carolina,Dillon County,"32,062","30,479"
45035,South Carolina,Dorchester County,"136,555","162,809"
45037,South Carolina,Edgefield County,"26,985","27,260"
45039,South Carolina,Fairfield County,"23,956","22,347"
45041,South Carolina,Florence County,"136,885","138,293"
45043,South Carolina,Georgetown County,"60,158","62,680"
45045,South Carolina,Greenville County,"451,225","523,542"
45047,South Carolina,Greenwood County,"69,661","70,811"
45049,South Carolina,Hampton County,"21,090","19,222"
45051,South Carolina,Horry County,"269,291","354,081"
45053,South Carolina,Jasper County,"24,777","30,073"
45055,South Carolina,Kershaw County,"61,697","66,551"
45057,South Carolina,Lancaster County,"76,652","98,012"
45059,South Carolina,Laurens County,"66,537","67,493"
45061,South Carolina,Lee County,"19,220","16,828"
45063,South Carolina,Lexington County,"262,391","298,750"
45065,South Carolina,McCormick County,"10,233","9,463"
45067,South Carolina,Marion County,"33,062","30,657"
45069,South Carolina,Marlboro County,"28,933","26,118"
45071,South Carolina,Newberry County,"37,508","38,440"
45073,South Carolina,Oconee County,"74,273","79,546"
45075,South Carolina,Orangeburg County,"92,501","86,175"
45077,South Carolina,Pickens County,"119,224","126,884"
45079,South Carolina,Richland County,"384,504","415,759"
45081,South Carolina,Saluda County,"19,875","20,473"
45083,South Carolina,Spartanburg County,"284,307","319,785"
45085,South Carolina,Sumter County,"107,456","106,721"
45087,South Carolina,Union County,"28,961","27,316"
45089,South Carolina,Williamsburg County,"34,423","30,368"
45091,South Carolina,York County,"226,073","280,979"
46000,South Dakota,South Dakota,"814,180","884,659"
46003,South Dakota,Aurora County,"2,710","2,751"
46005,South Dakota,Beadle County,"17,398","18,453"
46007,South Dakota,Bennett County,"3,431","3,365"
46009,South Dakota,Bon Homme County,"7,070","6,901"
46011,South Dakota,Brookings County,"31,965","35,077"
46013,South Dakota,Brown County,"36,531","38,839"
46015,South Dakota,Brule County,"5,255","5,297"
46017,South Dakota,Buffalo County,"1,912","1,962"
46019,South Dakota,Butte County,"10,110","10,429"
46021,South Dakota,Campbell County,"1,466","1,376"
46023,South Dakota,Charles Mix County,"9,129","9,292"
46025,South Dakota,Clark County,"3,691","3,736"
46027,South Dakota,Clay County,"13,864","14,070"
46029,South Dakota,Codington County,"27,227","28,009"
46031,South Dakota,Corson County,"4,050","4,086"
46033,South Dakota,Custer County,"8,216","8,972"
46035,South Dakota,Davison County,"19,504","19,775"
46037,South Dakota,Day County,"5,710","5,424"
46039,South Dakota,Deuel County,"4,364","4,351"
46041,South Dakota,Dewey County,"5,301","5,892"
46043,South Dakota,Douglas County,"3,002","2,921"
46045,South Dakota,Edmunds County,"4,071","3,829"
46047,South Dakota,Fall River County,"7,094","6,713"
46049,South Dakota,Faulk County,"2,364","2,299"
46051,South Dakota,Grant County,"7,356","7,052"
46053,South Dakota,Gregory County,"4,271","4,185"
46055,South Dakota,Haakon County,"1,937","1,899"
46057,South Dakota,Hamlin County,"5,903","6,164"
46059,South Dakota,Hand County,"3,431","3,191"
46061,South Dakota,Hanson County,"3,331","3,453"
46063,South Dakota,Harding County,"1,255","1,298"
46065,South Dakota,Hughes County,"17,022","17,526"
46067,South Dakota,Hutchinson County,"7,343","7,291"
46069,South Dakota,Hyde County,"1,420","1,301"
46071,South Dakota,Jackson County,"3,031","3,344"
46073,South Dakota,Jerauld County,"2,071","2,013"
46075,South Dakota,Jones County,"1,006",903
46077,South Dakota,Kingsbury County,"5,148","4,939"
46079,South Dakota,Lake County,"11,200","12,797"
46081,South Dakota,Lawrence County,"24,097","25,844"
46083,South Dakota,Lincoln County,"44,828","61,128"
46085,South Dakota,Lyman County,"3,755","3,781"
46087,South Dakota,McCook County,"5,618","5,586"
46089,South Dakota,McPherson County,"2,459","2,379"
46091,South Dakota,Marshall County,"4,656","4,935"
46093,South Dakota,Meade County,"25,434","28,332"
46095,South Dakota,Mellette County,"2,048","2,061"
46097,South Dakota,Miner County,"2,389","2,216"
46099,South Dakota,Minnehaha County,"169,468","193,134"
46101,South Dakota,Moody County,"6,486","6,576"
46102,South Dakota,Oglala Lakota County,"13,586","14,177"
46103,South Dakota,Pennington County,"100,948","113,775"
46105,South Dakota,Perkins County,"2,982","2,865"
46107,South Dakota,Potter County,"2,329","2,153"
46109,South Dakota,Roberts County,"10,149","10,394"
46111,South Dakota,Sanborn County,"2,355","2,344"
46115,South Dakota,Spink County,"6,415","6,376"
46117,South Dakota,Stanley County,"2,966","3,098"
46119,South Dakota,Sully County,"1,373","1,391"
46121,South Dakota,Todd County,"9,612","10,177"
46123,South Dakota,Tripp County,"5,644","5,441"
